NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n28,"5, 10, 15, 20, 30",
,,n41,CA_n41B_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n28A-n41A-n77(2A),"n415,6n775,6CA_n3A-n28ACA_n3A-n41A5,6CA_n3A-n77A5,6CA_n28A-n41A5,6CA_n28A-n77A5,6CA_n41A-n77A5,6",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
,,n3,"5, 10, 15, 20",1
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS1,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n3A-n28A-n41B-n77(2A),CA_n3A-n28ACA_n3A-n41ACA_n3A-n77ACA_n28A-n41ACA_n28A-n77ACA_n41A-n77A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10",
,,n41,CA_n41B_BCS0,
,,n77,CA_n77(2A)_BCS0,
CA_n3A-n28A-n41A-n78A,CA_n3A-n28ACA_n3A-n41ACA_n3A-n78ACA_n28A-n41ACA_n28A-n78ACA_n41A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n28A-n41A-n78(2A),CA_n3A-n28ACA_n3A-n41ACA_n3A-n78ACA_n28A-n41ACA_n28A-n78ACA_n41A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n28A-n41A-n79A,"n415,6n795,6CA_n3A-n28ACA_n3A-n41A5CA_n3A-n79A5CA_n28A-n41A5CA_n28A-n79A5CA_n41A-n79A5",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n28A-n75A-n78A,CA_n3A-n28ACA_n3A-n78ACA_n28A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n75A-n78(2A),CA_n3A-n28ACA_n3A-n78ACA_n28A-n78ACA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n28A-n77A-n79A,"n775,6n795,6CA_n3A-n28ACA_n3A-n77A5CA_n3A-n79A5CA_n28A-n77A5CA_n28A-n79A5CA_n77A-n79A5",n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 80, 100",
,CA_n3A-n28ACA_n3A-n77ACA_n3A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n77(2A)-n79A,CA_n3A-n28ACA_n3A-n77ACA_n3A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79ACA_n77(2A),n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 80, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n77(3A)-n79A,CA_n3A-n28ACA_n3A-n77ACA_n3A-n79ACA_n28A-n77ACA_n28A-n79ACA_n77A-n79ACA_n77(2A),n3,"5, 10, 15, 20, 25, 30",0
,,n28,"5, 10, 15, 20",
,,n77,CA_n77(3A)_BCS0,
,,n79,"40, 50, 80, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS 4 and 5,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n39A-n41A-n79A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n40A-n78A-n79A,CA_n3A-n40ACA_n3A-n78ACA_n3A-n79ACA_n40A-n78ACA_n40A-n79ACA_n78A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n40A-n78A-n105A,CA_n3A-n40ACA_n3A-n78ACA_n3A-n105ACA_n40A-n78ACA_n40A-n105ACA_n78A-n105A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25,30, 35",
CA_n3A-n41A-n71A-n77A,CA_n3A-n41A CA_n3A-n71ACA_n3A-n77ACA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n41A-n71A-n77(2A),CA_n3A-n41A CA_n3A-n71ACA_n3A-n77ACA_n41A-n71ACA_n41A-n77ACA_n71A-n77A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n77,CA_n77(2A)_BCS1,
CA_n3A-n41A-n71A-n78A,CA_n3A-n41ACA_n3A-n71ACA_n3A-n78ACA_n41A-n71ACA_n41A-n78ACA_n71A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n71,"5, 10, 15, 20,",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n41A-n71A-n78C,CA_n3A-n41ACA_n3A-n71ACA_n3A-n78ACA_n3A-n78CCA_n41A-n71ACA_n41A-n78ACA_n41A-n78CCA_n71A-n78ACA_n71A-n78C,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n71,"5, 10, 15, 20,",
,,n78,CA_n78C_BCS0,
CA_n3A-n41A-n77A-n79A,"n415,6n775,6n795,6CA_n3A-n41A5CA_n3A-n77A5CA_n3A-n79A5CA_n41A-n77A5CA_n41A-n79A5CA_n77A-n79A5",n3,"5, 10, 15, 20, 25, 30",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n41A-n77(2A)-n79A,CA_n3A-n41A CA_n3A-n77A CA_n3A-n79A CA_n41A-n77ACA_n41A-n79ACA_n77A-n79A,n3,"5, 10, 15, 20, 25, 30",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
,,n79,"40, 50, 60, 80, 100",
