NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n5A-n66A-n78A,CA_n5A-n66ACA_n5A-n78ACA_n66A-n78A,n5,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n5,"5, 10, 15, 20",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n66(2A)-n78A,CA_n5A-n66ACA_n5A-n78ACA_n66A-n78A,n5,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n66A-n78(2A),CA_n5A-n66ACA_n5A-n78ACA_n66A-n78A,n5,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n5A-n66(2A)-n78(2A),CA_n5A-n66ACA_n5A-n78ACA_n66A-n78A,n5,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n78,CA_n78(2A)_BCS2,
CA_n5A-n78A-n79A,CA_n5A-n78ACA_n5A-n79ACA_n78A-n79A,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n78,See n78 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n5A-n78A-n105A,CA_n5A-n78ACA_n5A-n105ACA_n78A-n105A,n5,"5, 10, 15, 20, 25",0
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n7A-n8A-n28A,CA_n7A-n8ACA_n7A-n28ACA_n8A-n28A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n28,"5, 10, 15, 20, 30",
CA_n7A-n8A-n40A,CA_n7A-n8ACA_n7A-n40ACA_n8A-n40A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n7A-n8A-n78A,CA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n8A-n79A,CA_n7A-n8ACA_n7A-n79ACA_n8A-n79A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n7(2A)-n8A-n78A,CA_n7A-n8ACA_n7A-n78ACA_n8A-n78A,n7,CA_n7(2A)_BCS0,0
,,n8,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n12A-n25A,-,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n12,"5, 10, 15",
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n12,n12 channel bandwidths in Table 5.3.5-1,
,,n25,n25 channel bandwidths in Table 5.3.5-1,
CA_n7A-n12A-n66A,-,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n12,"5, 10, 15",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n12,n12 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n7A-n12A-n71A,CA_n7A-n12ACA_n7A-n71A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n12,"5, 10, 15",
,,n71,"5, 10, 15, 20",
CA_n7A-n12A-n77A,-,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n12,"5, 10, 15",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n12,n12 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n7A-n20A-n28A17,CA_n7A-n20ACA_n7A-n28ACA_n20A-n28A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
CA_n7A-n20A-n67A,CA_n7A-n20A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
,,n67,See n67 channel bandwidths in Table 5.3.5-1,
CA_n7A-n20A-n75A,CA_n7A-n20A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
,,n75,See n75 channel bandwidths in Table 5.3.5-1,
CA_n7A-n20A-n78A,CA_n7A-n20ACA_n7A-n78ACA_n20A-n78A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
,,n78,See n78 channel bandwidths in Table 5.3.5-1,
CA_n7A-n20A-n78(2A),CA_n7A-n20ACA_n7A-n78ACA_n20A-n78ACA_n78(2A),n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,See n20 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n7A-n25A-n29A,CA_n7A-n25A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n29,n29 channel bandwidths in Table 5.3.5-1,
CA_n7A-n25A-n66A,CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n7A-n25(2A)-n66A,CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n7A-n25(2A)-n66(2A),CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n66,CA_n66(2A)_BCS1,
CA_n7A-n25A-n66(2A),CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,CA_n66(2A)_BCS1,
CA_n7(2A)-n25A-n66A,CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n7(2A)-n25(2A)-n66A,CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n7(2A)-n25A-n66(2A),CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,CA_n66(2A)_BCS1,
CA_n7(2A)-n25(2A)-n66(2A),CA_n7A-n25ACA_n7A-n66ACA_n25A-n66A,n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n66,CA_n66(2A)_BCS1,
CA_n7A-n25A-n71A,CA_n7A-n25ACA_n7A-n71ACA_n25A-n71A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n71,"5, 10, 15, 20",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n7A-n25A-n77A,"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n7A-n25ACA_n7A-n77ACA_n25A-n77A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n7A-n25(2A)-n77A,"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n25A-n77(2A),"n777,9CA_n77(2A)7CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,CA_n77(2A)CA_n7A-n25ACA_n7A-n77ACA_n25A-n77A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n7A-n25A-n77(3A),"n777,9CA_n77(2A)7CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(3A)_BCS1,
,CA_n77(2A)CA_n7A-n25ACA_n7A-n77ACA_n25A-n77A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n7A-n25(2A)-n77(2A),"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n77,CA_n77(2A)_BCS1,
CA_n7(2A)-n25A-n77A,"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7(2A)-n25(2A)-n77A,"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7(2A)-n25A-n77(2A),"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n7(2A)-n25(2A)-n77(2A),"n777,9CA_n7A-n25ACA_n7A-n77A7CA_n25A-n77A7",n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n77,CA_n77(2A)_BCS1,
CA_n7A-n25A-n78A,CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 904, 100",
CA_n7(2A)-n25A-n78A,CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 904, 100",
CA_n7A-n25(2A)-n78A,CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 904, 100",
CA_n7(2A)-n25(2A)-n78A,CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 904, 100",
CA_n7A-n25A-n78(2A),CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS0,
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n7(2A)-n25A-n78(2A),CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,CA_n7(2A)_BCS0,0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS0,
CA_n7A-n25(2A)-n78(2A),CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n25,CA_n25(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n7(2A)-n25(2A)-n78(2A),CA_n7A-n25ACA_n7A-n78ACA_n25A-n78A,n7,CA_n7(2A)_BCS0,0
,,n25,CA_n25(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n7A-n26A-n78A,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n26A-n78(2A),"n77n267n787,9CA_n78(2A)7CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,n77n267CA_n78(2A),n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,"CA_n7A-n78A7,13,14CA_n26A-n78A7,13,14",n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n7A-n26A-n78C,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n78C7",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n7A-n26A-n78(A-C),"CA_n78CCA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(A-C)_BCS1,
CA_n7A-n26(2A)-n78A,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n26(2A)-n78(2A),"n77n267n787,9CA_n78(2A) 7CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n7A-n26(2A)-n78C,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n26(2A)CA_n78C7",n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n7B-n26A-n78A,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n7B",n7,CA_n7B_BCS0,0
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7B-n26A-n78(2A),"n77n267n787,9CA_n78(2A)7CA_n7A-n26ACA_n7A-n78A7,13,14CA_n7BCA_n26A-n78A7,13,14",n7,CA_n7B_BCS0,0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,n77n267CA_n78(2A),n7,CA_n7B_BCS4 and 5,4 and 5
,"CA_n7A-n78A7,13,14CA_n26A-n78A7,13,14",n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n7B-n26A-n78C,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n7BCA_n26A-n78A7,13,14CA_n78C7",n7,CA_n7B_BCS0,0
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
CA_n7B-n26(2A)-n78A,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n7BCA_n26(2A)",n7,CA_n7B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7B-n26(2A)-n78(2A),"n77n267n787,9CA_n78(2A) 7CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n7BCA_n26(2A)",n7,CA_n7B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
CA_n7B-n26(2A)-n78C,"n77n267n787,9CA_n7A-n26ACA_n7A-n78A7,13,14CA_n26A-n78A7,13,14CA_n7BCA_n26(2A)CA_n78C7",n7,CA_n7B_BCS0,0
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
CA_n7A-n28A-n38A11,-,n7,"5, 10, 15, 20, 30, 40, 50",0
,,n28,"5, 10, 15, 20",
,,n38,"5, 10, 15, 20, 30, 40",
CA_n7A-n28A-n40A,CA_n7A-n28ACA_n7A-n40ACA_n28A-n40A,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n28,"5, 10, 15, 20, 25, 30, 40",
,,n40,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n7A-n28A-n75A,CA_n7A-n28A,n7,See n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,See n28 channel bandwidths in Table 5.3.5-1,
,,n75,See n75 channel bandwidths in Table 5.3.5-1,
CA_n7A-n28A-n78A,"n77n787,9CA_n7A-n78A7,13,14CA_n28A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,"n77n787,9CA_n7A-n28A7CA_n7A-n78A7,13,14CA_n28A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 40, 50",1
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 90, 100",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n7A-n28A-n78(2A),"n77n787,9CA_n7A-n28A7CA_n7A-n78A7,13,14CA_n28A-n78A7,13,14CA_n78(2A)7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n7A-n28A-n78C,"n77n787,9CA_n78C7CA_n7A-n28ACA_n7A-n78A7,13,14CA_n28A-n78A7,13,14",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS1,
CA_n7A-n28A-n78(A-C),CA_n78CCA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",0
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(A-C)_BCS1,
CA_n7B-n28A-n78A,"n77n787,9CA_n7A-n78A7,13,14CA_n28A-n78A7,13,14",n7,CA_n7B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,"n77CA_n7A-n28ACA_n7A-n78A7,13,14CA_n28A-n78A7,13,14CA_n7B",n7,CA_n7B_BCS0,1
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 90, 100",
CA_n7B-n28A-n78(2A),"n77n787,9CA_n7BCA_n7A-n28ACA_n7A-n78A7,13,14CA_n28A-n78A7,13,14CA_n78(2A)7",n7,CA_n7B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n7B-n28A-n78C,"n77n787CA_n7BCA_n78C7CA_n7A-n28ACA_n7A-n78A7,13,14CA_n28A-n78A7,13,14",n7,CA_n7B_BCS0,0
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS1,
CA_n7A-n28A-n79A,CA_n7A-n28ACA_n7A-n79ACA_n28A-n79A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n7A-n29A-n66A,CA_n7A-n66A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n29,n29 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n7A-n29A-n77A,CA_n7A-n77A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n29,n29 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n7A-n29A-n77(2A),CA_n7A-n77ACA_n77(2A),n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n29,n29 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n7A-n29A-n77(3A),CA_n7A-n77ACA_n77(2A),n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n29,n29 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(3A)_BCS4 and 5,
CA_n7A-n38A-n78A10,-,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n40A-n78A,CA_n7A-n40ACA_n7A-n78ACA_n40A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n40,"5, 10, 15, 20, 30, 40, 50, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n7A-n40A-n79A,CA_n7A-n40ACA_n7A-n79ACA_n40A-n79A,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n7A-n40A-n105A,CA_n7A-n40ACA_n7A-n105ACA_n40A-n105A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n40,"5,10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n7A-n46A-n78A,CA_n7A-n46ACA_n7A-n78ACA_n46A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,"20, 40, 60, 80",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n46C-n78A,CA_n7A-n46ACA_n7A-n78ACA_n46A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46C_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n46D-n78A,CA_n7A-n46ACA_n7A-n78ACA_n46A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46D_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n46(2A)-n78A,CA_n7A-n46ACA_n7A-n78ACA_n46A-n78A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n7A-n46(2A)-n78(2A),CA_n7A-n46ACA_n7A-n78ACA_n46A-n78ACA_n78(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46(2A)_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n7A-n46A-n78(2A),CA_n7A-n46ACA_n7A-n78ACA_n46A-n78ACA_n78(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,"20, 40, 60, 80",
,,n78,CA_n78(2A)_BCS2,
CA_n7A-n46C-n78(2A),CA_n7A-n46ACA_n7A-n78ACA_n46A-n78ACA_n78(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46C_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n7A-n46D-n78(2A),CA_n7A-n46ACA_n7A-n78ACA_n46A-n78ACA_n78(2A),n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n46,CA_n46D_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n7A-n66A-n71A,CA_n7A-n66ACA_n7A-n71ACA_n66A-n71A,n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n66,"5, 10, 15, 20, 40",
,,n71,"5, 10, 15, 20",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n71,n71 channel bandwidths in Table 5.3.5-1,
CA_n7A-n66A-n77A,"n777,9CA_n7A-n66ACA_n7A-n77A7CA_n66A-n77A7",n7,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n7,n7 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
